ID,filename,NAME,(C2H6+C2H2)/C2H4_Select,C2H6/C2H4_Select,C2H2/C2H4_Select,C2H6-uptake_mmol/g,C2H2-uptake_mmol/g,C2H4-uptake_mmol/g,VOL_A3,DEN_g1cm-3,GCD_A,PLD_A,LCD_A,Sa_A2,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,All_Metals,Has_OMS,Open_Metal_Sites
8326,XARPAK_clean,XARPAK_clean,4.966333327,1.892563938,3.073769389,1.978185331,3.212829641,1.045240952,2412.25,1.02109,5.96341,5.54999,5.95022,303.285,1257.27002,1231.30005,1416.64001,0.58727,0.57514,Cu,Yes,Cu
8329,XASNUD_clean,XASNUD_clean,2.718084257,2.058637369,0.659446888,3.334811425,1.068245942,1.619912023,12786,0.96791,13.51875,4.58024,13.51875,2345.87988,1834.72998,1895.55005,8863.75,0.69324,0.71622,Zn,Yes,Zn
8330,XASPEP_clean,XASPEP_clean,3.065703532,2.113069129,0.952634403,3.175294284,1.431517091,1.502693045,7485.7998,1.11162,8.21663,6.97386,8.21458,1304.57996,1742.73999,1567.76001,4816.37012,0.6434,0.5788,Zn,Yes,Zn
8331,XATLIQ_clean,XATLIQ_clean,3.07803054,2.265140848,0.812889692,3.061434227,1.098655003,1.351542546,4292.06006,1.13487,6.68504,4.40867,6.68504,714.93799,1665.71997,1467.76001,2603.6001,0.60661,0.53452,"Cd,Si",Yes,Cd
8332,XATZOK_clean,XATZOK_clean,3.18252774,2.300470255,0.882057485,4.617029448,1.770283868,2.00699376,4804.43994,0.78878,8.52599,5.82023,6.87843,921.12201,1917.22998,2430.62988,3248.86011,0.67622,0.8573,Zn,Yes,Zn
8333,XATZUQ_clean,XATZUQ_clean,2.593825465,2.236561707,0.357263758,4.037428813,0.644930557,1.805194464,9242.82031,0.89197,7.56959,6.44554,7.50387,1436.18994,1553.84998,1742.04004,5825.75,0.6303,0.70664,Zn,Yes,Zn
8334,XAVDEF_clean_h,XAVDEF_clean_h,2.729744733,1.989556381,0.740188353,3.735551406,1.389762898,1.877580069,4627.56006,0.99494,7.82348,7.29552,7.82348,751.95898,1624.95996,1633.21997,2918.6001,0.6307,0.63391,V,Yes,V
8340,XAWVUN_clean,XAWVUN_clean,2.181552287,1.714030686,0.467521601,2.27285612,0.619947671,1.326030005,5091.16992,0.46421,10.78711,9.22291,10.77845,1108.12,2176.56006,4688.72021,4146.75977,0.8145,1.75458,Cu,Yes,Cu
8347,XAZGAG_charged,XAZGAG_charged,3.512965265,3.078119158,0.434846107,0.47677281,0.067353728,0.154890953,3241.36011,2.0699,5.71825,5.05813,5.70025,121.775,375.69,181.502,1250.81006,0.38589,0.18643,Ag,Yes,Ag
8349,XEBHOC_clean,XEBHOC_clean,2.217262678,1.73588654,0.481376138,2.199434072,0.609921821,1.267037921,5081.8999,0.46506,12.08201,9.91355,12.06465,1088.05005,2141.03003,4603.79004,4147.18994,0.81607,1.75477,Cu,Yes,Cu
8350,XEDGIY_clean,XEDGIY_clean,4.461906595,2.098508367,2.363398227,2.275074061,2.5622514,1.084138666,10038.5,0.99807,7.07898,5.31452,7.01634,1674.62,1668.19995,1671.43005,6101.20996,0.60778,0.60896,Cd,Yes,Cd
8353,XEDPED_clean,XEDPED_clean,2.786249811,2.422955123,0.363294688,2.545796401,0.381713347,1.050698949,11342.2998,1.03509,10.92065,8.43628,10.92065,1418.81995,1250.91003,1208.51001,7000.12012,0.61717,0.59625,Zn,No, 
8360,XEGJOK_clean,XEGJOK_clean,4.520985309,2.026710919,2.49427439,1.850735798,2.277701699,0.913172066,4906.64014,1.06612,8.03848,5.65574,8.03848,850.612,1733.58997,1626.07996,3151.38989,0.64227,0.60244,Gd,Yes,Gd
8361,XEGJUQ_clean,XEGJUQ_clean,4.63708021,2.106612544,2.530467666,1.93310128,2.32204555,0.917634942,9531.66016,1.09762,7.4125,4.89988,7.38387,1520.59998,1595.31006,1453.43005,5958.52979,0.62513,0.56954,Gd,Yes,Gd
8362,XEGKAX_clean,XEGKAX_clean,4.37975075,1.985632403,2.394118347,1.808959177,2.181099759,0.911024203,10125.9003,1.03321,7.81736,4.94122,7.81736,1954.13,1929.83997,1867.81995,6564.79004,0.64832,0.62748,Gd,Yes,Gd
8363,XEGKEB_clean,XEGKEB_clean,4.525727416,2.030542639,2.495184777,1.826144035,2.244014339,0.899337941,4947.33984,1.05735,8.23995,5.69274,8.23701,867.94098,1754.35999,1659.20996,3173.71997,0.6415,0.60671,Gd,Yes,Gd
8365,XEGKOL_clean,XEGKOL_clean,4.117860179,2.145378993,1.972481186,1.731408699,1.591873089,0.807040949,5313.75977,1.11832,8.255,5.9525,8.24564,767.73901,1444.81006,1291.93994,3190.59009,0.60044,0.53691,Gd,No, 
8366,XEGKUR_clean,XEGKUR_clean,4.895487408,2.132306616,2.763180791,1.993507839,2.58331636,0.934906745,5055.9502,1.03463,6.60096,5.85838,6.60096,900.93903,1781.93994,1722.29004,3275.5,0.64785,0.62616,Gd,Yes,Gd
8367,XEHDEV_clean,XEHDEV_clean,2.743962812,1.810230023,0.933732789,1.997356058,1.030254067,1.103371413,10816,0.9588,10.95452,9.96703,10.95452,1709.54004,1580.57996,1648.5,7131.18018,0.65932,0.68765,Be,No, 
8382,XEKCAT01_clean,XEKCAT01_clean,11.41089532,1.965829911,9.44506541,1.375820158,6.610292838,0.699867344,3476.66992,0.9307,5.91545,4.93297,5.80854,730.89697,2102.29004,2258.84009,2153.80005,0.6195,0.66563,Mg,Yes,Mg
8383,XEKCAT_clean,XEKCAT_clean,11.9672978,2.110845862,9.856451936,1.398384369,6.529661199,0.662475832,3438.80005,0.94094,5.88115,4.91006,5.87893,731.10101,2126.03003,2259.46997,2131.6499,0.61988,0.65879,Mg,Yes,Mg
8389,XENCAU_clean,XENCAU_clean,2.080931954,1.649153114,0.43177884,2.323493944,0.608333763,1.408901287,10480.9003,0.55697,8.29403,6.89914,8.29403,2343.25,2235.75,4014.09009,7733.50977,0.73787,1.32478,Co,Yes,Co
8390,XENKIM_clean,XENKIM_clean,5.12228002,2.009376083,3.112903937,3.311834064,5.130657912,1.648190248,5418.27002,0.82204,7.32998,6.03401,7.3267,1104.05005,2037.64001,2478.78003,3537.05005,0.6528,0.79413,Ca,Yes,Ca
8397,XEQRAO_clean,XEQRAO_clean,3.630114767,1.389844796,2.240269971,0.848942812,1.36839818,0.610818427,1281.21997,1.37083,5.51146,4.60933,5.51146,84.3409,658.28601,480.211,578.95801,0.45188,0.32964,Cd,Yes,Cd
8399,XESKAJ_clean,XESKAJ_clean,18.49052205,2.032910729,16.45761132,0.693585617,5.614984635,0.341178591,1435.72998,1.10591,9.85685,9.29464,9.85685,176.575,1229.87,1112.08997,817.83197,0.56963,0.51508,Mg,Yes,Mg
8400,XESKEN_SL,XESKEN_SL,18.76168528,1.949991439,16.81169384,0.627263968,5.407905688,0.321675242,4297.60986,1.10837,9.9038,9.36477,9.90358,511.84399,1190.98999,1074.55005,2364.33008,0.55015,0.49636,Mg,Yes,Mg
8401,XESKIR_clean_h,XESKIR_clean_h,11.9685268,1.841716821,10.12680998,0.703236589,3.86679604,0.381837523,1515.46997,1.23585,10.14317,9.85365,10.14317,183.66701,1211.94995,980.65802,868.20001,0.57289,0.46356,Mn,Yes,Mn
8402,XESKUD_clean,XESKUD_clean,3.808557375,1.706197106,2.102360269,0.904206706,1.114155127,0.529954425,4351.56006,1.26973,9.9638,9.32015,9.9638,551.578,1267.54004,998.27899,2483.30005,0.57067,0.44944,Fe,Yes,Fe
8403,XESLAK_clean,XESLAK_clean,4.353757384,1.740926503,2.612830881,0.694003901,1.041580342,0.398640551,4295.77979,1.3077,10.31182,9.72546,10.31182,526.76898,1226.25,937.71399,2453.27002,0.57109,0.43671,Co,Yes,Co
8406,XEWDUA_clean,XEWDUA_clean,6.574262685,1.950476888,4.623785797,0.944638913,2.239353881,0.484311769,2320.25,1.28139,8.87023,8.12641,8.87023,242.431,1044.84998,815.40399,1228.10999,0.5293,0.41307,"Cu,Gd",Yes,Gd
8408,XEXLAP_clean,XEXLAP_clean,2.754550429,2.181244491,0.573305938,3.368287618,0.885301625,1.544204527,2581.13989,1.0685,8.64993,8.01633,8.63141,329.35501,1276.01001,1194.19995,1446.59998,0.56045,0.52452,Mn,No, 
8409,XEXLET_clean,XEXLET_clean,2.697677821,2.095334944,0.602342877,2.922385167,0.840093797,1.394710271,2538.94995,1.23661,8.01945,7.40132,8.00563,325.92899,1283.70996,1038.08997,1425.71997,0.56154,0.4541,Cd,No, 
8410,XEXLIX_clean,XEXLIX_clean,3.019984857,2.396094621,0.623890236,2.70280553,0.703750998,1.128004506,2278.31006,1.241,7.04809,6.65056,7.03557,237.967,1044.48999,841.65302,1184.17004,0.51976,0.41882,Zn,Yes,Zn
8411,XEXLOD_clean,XEXLOD_clean,2.786802743,2.350705726,0.436097017,2.831503283,0.525293371,1.204533282,2401.8501,1.17716,7.18877,6.831,7.17845,289.45401,1205.13,1023.76001,1311.80005,0.54616,0.46396,Zn,Yes,Zn
8412,XEXLUJ_clean,XEXLUJ_clean,3.129042293,2.702801181,0.426241112,3.174236446,0.500588087,1.174424692,2521.44995,1.12133,8.72919,8.14175,8.68787,318.10199,1261.57996,1125.07996,1430.94995,0.56751,0.50611,Zn,Yes,Zn
8413,XEXMAQ_clean,XEXMAQ_clean,2.838908039,2.42841782,0.410490219,3.146912135,0.531941679,1.295869314,2522.58008,1.12082,8.3881,8.06353,8.36842,328.772,1303.31006,1162.81995,1424.85999,0.56484,0.50395,Zn,Yes,Zn
8414,XEXMEU_clean,XEXMEU_clean,2.762689979,2.378237109,0.38445287,3.16348975,0.511392539,1.330182654,2681.05005,1.05458,9.62722,8.85338,9.62722,352.45999,1314.64001,1246.59998,1589.16003,0.59274,0.56206,Zn,Yes,Zn
8415,XEYMAR_clean,XEYMAR_clean,2.862076523,2.109721796,0.752354727,1.872835166,0.667877818,0.88771665,6892.18994,1.34353,6.22077,4.79076,5.73209,1285.62,1865.31995,1388.38,4513.3501,0.65485,0.48741,"Cu,Mn",Yes,"Cu,Mn"
8418,XIBZUF_clean,XIBZUF_clean,3.96015639,2.332586279,1.627570111,3.623528105,2.528329216,1.553437974,6178.47021,0.93669,6.9167,4.63591,6.73101,1212.27002,1962.08997,2094.69995,4009.20996,0.6489,0.69276,Y,Yes,Y
8419,XICDUI_charged,XICDUI_charged,2.877943424,2.267845728,0.610097697,1.991893305,0.535860752,0.878319579,4914.99023,1.17751,5.89843,4.99085,5.89035,454.492,924.70697,785.30902,2555.01001,0.51984,0.44148,Cu,No, 
8422,XIDBUJ_clean,XIDBUJ_clean,4.115646125,1.958707684,2.15693844,1.983694368,2.184453898,1.012756719,2338.56006,1.09542,7.40475,6.25511,7.40475,264.16599,1129.60999,1031.20996,1316.83997,0.5631,0.51405,Zn,No, 
8423,XIDSUZ_clean,XIDSUZ_clean,3.511595869,1.959275402,1.552320467,3.115890309,2.468698528,1.590327886,26182.6992,0.49327,16.05314,15.78983,16.05314,4677.81006,1786.59998,3621.94995,20386.9003,0.77864,1.57852,Cu,Yes,Cu
8425,XIGFOJ_manual,XIGFOJ_manual,2.420884012,1.918458514,0.502425498,2.287188381,0.598992239,1.192201116,10153.5,0.69204,18.90864,18.72951,18.90864,1326.56006,1306.51001,1887.91003,7752.47021,0.76353,1.10331,Cd,Yes,Cd
8426,XIGHAX_clean,XIGHAX_clean,2.478330326,2.092997454,0.385332872,2.181865876,0.401694059,1.04245988,8197.62988,1.28204,9.42856,6.02587,9.42856,1344.51001,1640.12,1279.31006,5318.29004,0.64876,0.50604,Zn,No, 
8427,XIGHEB_clean,XIGHEB_clean,2.55193054,2.127641414,0.424289127,2.112000159,0.421169985,0.992648547,16630.3007,1.26391,9.46287,6.0394,9.45331,2727.05005,1639.80005,1297.40002,10763,0.64719,0.51205,Zn,No, 
8428,XIGHIF_clean,XIGHIF_clean,2.505661248,2.103345789,0.402315458,2.15209465,0.41163985,1.023176817,8012.12012,1.31172,9.11851,6.40194,9.11851,1286.57996,1605.80005,1224.18994,5158.35986,0.64382,0.49082,Zn,No, 
8429,XIGWUF_clean,XIGWUF_clean,52.83356046,1.353252288,51.48030818,0.254738509,9.690740657,0.188241699,1894.23999,0.47841,7.07949,4.99162,7.07464,621.45203,3280.75,6857.58008,1460.46997,0.77101,1.6116,"Mo,Li",Yes,Li
8437,XILLEL_clean,XILLEL_clean,2.513714587,2.283699127,0.230015461,4.870016117,0.490510762,2.132512142,34972.1992,0.98867,7.63373,5.31385,7.63373,4969.79004,1421.06995,1437.35999,20502.8007,0.58626,0.59298,Zn,No, 
8438,XILLIP_clean,XILLIP_clean,2.303020184,2.126300048,0.176720136,7.076810492,0.588164834,3.328227594,9117.80957,0.69912,8.02024,6.48918,8.02024,1838.58997,2016.47998,2884.33008,6389.12012,0.70073,1.00231,Zn,No, 
8439,XILSUI_clean,XILSUI_clean,2.460945142,2.205532257,0.255412885,5.482613843,0.634917133,2.485846138,5544.10986,0.83315,8.05462,5.1792,8.05182,1057.81995,1908.01001,2290.1001,3617.81006,0.65255,0.78323,"Zn,Mn",Yes,"Zn,Mn"
8440,XILTAP_clean,XILTAP_clean,2.582476482,2.261580393,0.320896089,4.426520685,0.628079895,1.957268775,5171.64014,0.89316,7.46835,4.491,7.46835,908.48499,1756.67004,1966.80005,3257.51001,0.62988,0.70523,"Zn,Mn",Yes,"Zn,Mn"
8441,XILVIZ_clean,XILVIZ_clean,2.473304464,2.195256512,0.278047952,5.188743767,0.657198633,2.363616161,2721.15991,0.84874,7.75339,4.84522,7.60552,510.439,1875.81995,2210.12988,1755.95996,0.6453,0.76031,"Zn,Mn",Yes,"Zn,Mn"
8446,XINRAP_clean,XINRAP_clean,3.416982099,1.971001132,1.445980967,2.20006146,1.614025961,1.116215219,2476.63989,0.99787,7.72889,5.88361,7.72889,473.069,1910.12,1914.19995,1598.46997,0.64542,0.6468,Co,Yes,Co
8461,XISPEW01_clean,XISPEW01_clean,2.604756629,2.016031124,0.588725505,2.99090669,0.873410649,1.483561764,1626.85999,1.14161,7.58694,5.52656,7.5744,295.586,1816.91003,1591.54004,1041.85999,0.64041,0.56097,"Fe,Pt",Yes,Pt
8462,XISPEW02_clean,XISPEW02_clean,2.698842364,2.001959394,0.69688297,2.892047327,1.006722982,1.444608385,1710.46997,1.0858,7.73943,5.5228,7.73943,316.082,1847.92004,1701.89001,1113.71997,0.65112,0.59967,"Fe,Pt",Yes,Pt
8463,XISPEW_clean,XISPEW_clean,2.606923284,2.033112818,0.573810467,3.117595553,0.879886716,1.533410014,1579.23999,1.17603,7.45128,5.46523,7.15276,292.32599,1851.05005,1573.97998,999.612,0.63297,0.53823,"Fe,Pt",Yes,Pt
8464,XISPUM01_clean,XISPUM01_clean,2.400102103,1.822533158,0.577568945,2.163780501,0.68571176,1.187237933,1597.85999,1.14557,6.90955,4.49306,6.89631,289.29999,1810.55005,1580.47998,1013.12,0.63405,0.55348,"Fe,Pt",Yes,Pt
8465,XISPUM_clean,XISPUM_clean,2.50181428,1.938807784,0.563006496,2.90340825,0.843114887,1.497522485,1525.26001,1.21765,7.32941,4.58436,7.32711,275.37601,1805.43005,1482.71997,945.99902,0.62022,0.50936,"Fe,Pt",Yes,Pt
8467,XISXEE_clean,XISXEE_clean,3.33230271,2.148272392,1.184030318,4.598527319,2.534499714,2.140569946,6406.7002,0.66541,10.02626,5.46429,10.02412,1355.97998,2116.48999,3180.72998,4686.37988,0.73148,1.09929,Ni,Yes,Ni
8468,XITYOP_clean,XITYOP_clean,2.373501392,2.142422683,0.23107871,5.316776495,0.573460065,2.481665517,7566.56982,0.82893,11.26084,5.01855,11.26084,1376.16003,1818.72998,2194.08008,5181.27979,0.68476,0.82608,Cu,Yes,Cu
8472,XIWLAQ_clean,XIWLAQ_clean,3.504394222,2.047849856,1.456544366,0.605056744,0.430349905,0.295459524,791.91498,2.29175,6.60663,5.9994,6.60453,74.6755,942.974,411.465,418.82001,0.52887,0.23077,Zn,Yes,Zn
8474,XIYYEL_clean,XIYYEL_clean,2.125344414,1.372282464,0.75306195,0.244400443,0.134118652,0.178097767,3631.66992,0.72213,8.54513,8.23246,8.54513,825.16302,2272.12988,3146.41992,2871.82007,0.79077,1.09505,Zn,No, 
8481,XODPUD_clean,XODPUD_clean,2.928908491,1.932013303,0.996895188,3.921341283,2.023364048,2.029665778,10618.2002,0.62225,15.85383,13.08935,15.85383,2136.94995,2012.53003,3234.27002,8288.45996,0.78059,1.25446,"Zn,Cr",Yes,"Zn,Cr"
8490,XOHLEM_clean,XOHLEM_clean,5.619671773,1.759272049,3.860399725,1.346066325,2.953695578,0.765126875,1715.82996,1.339,5.52611,4.54089,5.51535,246.34,1435.68994,1072.20996,1024.52002,0.5971,0.44593,Zn,Yes,Zn
8491,XOHTUJ_clean,XOHTUJ_clean,2.995630478,2.368634459,0.62699602,3.098173488,0.820110692,1.307999838,3986.98999,1.17962,6.47036,4.69494,6.47036,763.466,1914.90002,1623.31995,2594.81006,0.65082,0.55172,"Ru,Ag",Yes,Ag
8494,XOJPIW_charged,XOJPIW_charged,3.143328883,1.724844325,1.418484558,1.398296114,1.1499365,0.810679604,15313.9003,1.10762,8.62622,7.92037,8.61331,1325.94995,865.84302,781.71399,8866.46973,0.57898,0.52272,Ag,Yes,Ag
8495,XOJWEZ_clean,XOJWEZ_clean,2.400451882,1.961055694,0.439396188,1.676487092,0.375635449,0.854890097,784.54602,1.41259,5.26222,4.56445,5.26222,45.3287,577.771,409.01401,392.04501,0.49971,0.35375,Cu,Yes,Cu
8497,XOJWOJ_clean,XOJWOJ_clean,7.001466039,2.0811272,4.920338839,1.197080325,2.830216634,0.575207669,2912.42993,1.20631,7.01927,4.56509,7.01927,390.95801,1342.38,1112.80005,1738.66003,0.59698,0.49488,Zn,Yes,Zn
8505,XOMDOU_clean,XOMDOU_clean,2.759958802,2.50446142,0.255497383,2.550108004,0.260154105,1.018226108,9478.28027,1.18202,6.08861,4.66373,6.08699,635.49902,670.47998,567.23102,5260.3501,0.55499,0.46953,Ag,Yes,Ag
8509,XONGUD_clean,XONGUD_clean,27.47617643,1.577857481,25.89831895,0.073807846,1.211452332,0.046777257,8405.92969,2.68456,8.38841,6.91725,8.38841,941.64801,1120.21997,417.28201,4486.75,0.53376,0.19883,"W,Cr,K,Co",Yes,"W,Cr,K"
8510,XONLES01_clean,XONLES01_clean,2.114656961,1.622074464,0.492582496,1.556189362,0.472574877,0.959382196,43110.6015,0.30318,15.55222,13.97126,15.55222,7140.18994,1656.25,5462.91992,37445,0.86858,2.86489,Cu,Yes,Cu
8513,XOPLOE_clean,XOPLOE_clean,2.508706954,2.197173259,0.311533695,4.01306253,0.569005742,1.826466126,4285.31006,0.99124,7.50726,5.3332,7.50699,805.78302,1880.33997,1896.94995,2646.61011,0.6176,0.62306,Cu,Yes,Cu
8515,XOPMIA_clean,XOPMIA_clean,2.572476559,2.390745649,0.18173091,3.661327121,0.278313299,1.531458239,3655.47998,1.05182,5.53948,4.71058,5.5345,474.203,1297.23999,1233.32996,2087.61011,0.57109,0.54295,Cd,No, 
8521,XOSPOK_clean,XOSPOK_clean,4.931510729,1.797326074,3.134184655,0.921927032,1.607660178,0.51294367,1478.27002,1.94823,6.02139,4.57668,6.02139,211.759,1432.47998,735.27399,864.388,0.58473,0.30013,Zn,Yes,Zn
8526,XOTHAP_clean,XOTHAP_clean,20.74868999,1.563680441,19.18500955,0.330254129,4.051933145,0.211203082,706.72601,1.50505,5.67034,4.65738,5.67034,114.921,1626.10999,1080.43005,433.54099,0.61345,0.40759,Nd,Yes,Nd
8527,XOTSEG_clean,XOTSEG_clean,3.721271387,2.163836056,1.557435331,3.094949266,2.227610229,1.430306726,5069.0498,0.82809,8.78779,6.45971,8.78068,728.88202,1437.91003,1736.42004,3132.77002,0.61802,0.74632,Mn,Yes,Mn
8528,XOTSIK_clean,XOTSIK_clean,3.334082284,2.281404622,1.052677662,3.126567166,1.442649577,1.370457102,19842,0.9613,8.84143,7.37067,8.64635,3059.42993,1541.90002,1603.95996,12230.2002,0.61638,0.64119,Cd,Yes,Cd
8534,XOVPUU_clean,XOVPUU_clean,2.587815273,1.566110812,1.021704461,1.292587094,0.84326217,0.825348427,13411.4003,0.40496,11.45503,9.77333,11.45503,2722.68994,2030.13,5013.18994,11249.5996,0.83881,2.07135,Cu,Yes,Cu
8535,XOVQAB_clean,XOVQAB_clean,2.481824929,1.815046965,0.666777964,3.216564486,1.181641225,1.772165982,50587.8007,0.61022,9.04253,7.30249,9.03111,11392.5,2252.02002,3690.53003,37483.6015,0.74096,1.21426,Cu,Yes,Cu
8536,XOVQEF_SL,XOVQEF_SL,2.457704528,1.650689424,0.807015104,1.917786251,0.937597617,1.161809255,36733.1015,0.43364,13.73802,11.42638,13.39901,7270.33008,1979.22998,4564.2002,30224.4003,0.82281,1.89744,Zn,Yes,Zn
8540,XOVVOU_clean,XOVVOU_clean,3.225416396,2.052455745,1.172960651,2.772359203,1.584379232,1.350752244,2300.11011,1.07267,6.57595,5.59779,6.5535,387.017,1682.60999,1568.60999,1523.21997,0.66224,0.61737,Zn,Yes,Zn
8545,XOXMED_clean,XOXMED_clean,3.025219178,1.782919431,1.242299747,1.888009932,1.315524538,1.058942933,26077.5996,0.499,15.20268,12.48764,14.68508,4784.5498,1834.72998,3676.82007,20655.8007,0.79209,1.58735,Zn,Yes,Zn
8550,XUCSOF_clean,XUCSOF_clean,8.433673478,2.3656433,6.068030178,0.773731768,1.984672717,0.327070344,3298.03003,1.60312,5.25566,4.59264,5.25566,171.408,519.729,324.19901,1588.66003,0.4817,0.30048,Y,Yes,Y
8551,XUDNUH_clean,XUDNUH_clean,2.316173668,1.867043719,0.449129949,3.216891686,0.773844974,1.722986801,19189,0.49265,12.36127,6.84234,12.36127,4378.97998,2282.02002,4632.10986,15443.5,0.80481,1.63362,Cu,Yes,Cu
8552,XUDPIX_clean,XUDPIX_clean,2.500755458,2.018942127,0.481813331,4.878513693,1.164239877,2.416371241,38208,0.55889,11.39057,6.9563,11.31873,9406.20996,2461.84009,4404.87988,29547.4003,0.77333,1.38369,Cu,Yes,Cu
8553,XUDYEC_clean,XUDYEC_clean,3.146751184,2.416554425,0.730196759,3.233392254,0.977016085,1.338017559,3780.29004,1.10902,6.34584,5.04991,6.33148,693.84497,1835.43005,1655,2433.67993,0.64378,0.58049,Cd,Yes,Cd
8554,XUDYOM_clean,XUDYOM_clean,2.504912532,2.219243384,0.285669148,2.039687456,0.26255605,0.919091376,4922.79004,1.63199,5.92099,5.48654,5.7966,451.612,917.39001,562.12903,2679.57007,0.54432,0.33353,In,No, 
8556,XUFWOM_clean,XUFWOM_clean,4.438887373,2.074796664,2.364090708,2.908660413,3.314222147,1.401901431,13861.2002,0.81328,9.12848,8.18722,9.12848,2567.78003,1852.48999,2277.80005,9838.83008,0.70981,0.87277,Zn,Yes,Zn
8557,XUFYAA_clean,XUFYAA_clean,4.692239869,2.02715786,2.665082009,3.878371613,5.098852246,1.913206509,20455.9003,0.5892,16.80237,4.60613,16.80237,3835.05005,1874.79004,3181.92993,14780.9003,0.72257,1.22636,Mg,Yes,Mg
8559,XUGROI_clean,XUGROI_clean,2.531570976,2.231117397,0.300453578,5.529368587,0.744612803,2.478295671,5698.1499,0.79452,6.64754,5.07389,6.16433,1263.64001,2217.63989,2791.15991,3876.11011,0.68024,0.85616,Cu,Yes,Cu
8560,XUGSEY_clean,XUGSEY_clean,2.727039048,2.225574018,0.50146503,5.624010244,1.267198682,2.526993125,3616.54004,0.70952,7.45351,5.81909,7.11831,867.11298,2397.62988,3379.21997,2577.21997,0.71262,1.00436,Zn,Yes,Zn
8562,XUGWUS_clean,XUGWUS_clean,4.353266209,2.549911779,1.803354429,0.936296575,0.662169801,0.367187831,7189.87988,1.38078,5.27863,4.66019,5.2635,460.86301,640.98901,464.224,3609.67993,0.50205,0.3636,Cd,Yes,Cd
8564,XUJPEY_clean,XUJPEY_clean,4.430243201,2.514986863,1.915256337,1.729751855,1.317270579,0.68777769,2742.8501,1.25506,5.84221,4.51142,5.77769,312.23999,1138.38,907.03003,1446.14001,0.52724,0.42009,Ni,No, 
8565,XUJPIC_clean,XUJPIC_clean,4.827171174,2.586584305,2.24058687,1.748297737,1.514434672,0.675909822,2780.3999,1.23811,5.88914,4.75213,5.84985,325.51199,1170.73999,945.58502,1480.58997,0.53251,0.4301,Ni,No, 
8570,XUKNIC_clean,XUKNIC_clean,3.708906563,2.346366696,1.362539867,3.407760691,1.978893497,1.452356401,5585.4502,1.00366,6.71193,5.19255,6.7113,1218.14001,2180.90991,2172.94995,3696.94995,0.66189,0.65947,Zn,Yes,Zn
8571,XUKYEI_neutral,XUKYEI_neutral,3.568715742,1.460775519,2.107940223,0.887410395,1.280558198,0.607492653,6140,0.28721,13.17229,10.75846,13.16843,1124.66003,1831.68994,6377.58008,5340.33008,0.86976,3.02832,Cu,No, 
8578,XUMMOJ_clean,XUMMOJ_clean,3.933677576,2.347379793,1.586297783,2.359169209,1.594264761,1.005022373,2394.81006,1.08186,8.37622,7.86065,8.37622,259.74701,1084.62,1002.56,1304.12,0.54456,0.50336,Cu,Yes,Cu
8579,XUMMUP_clean,XUMMUP_clean,2.910410032,2.1516688,0.758741232,2.311640723,0.815152002,1.074347838,2414.33008,1.01197,8.4295,7.42103,8.42696,256.41901,1062.06995,1049.51001,1327.19995,0.54972,0.54322,Cu,Yes,Cu
8581,XUMNIE_clean,XUMNIE_clean,2.400396395,2.181466431,0.218929964,5.133516722,0.515195015,2.353241219,11623.0996,0.83674,7.92656,5.00523,7.92544,1900.54004,1635.14001,1954.18994,7250.97021,0.62384,0.74556,Zn,No, 
8583,XUMTUV_clean,XUMTUV_clean,6.347864385,2.310168386,4.037695999,1.580770253,2.762859091,0.684266248,2534.54004,1.25424,5.4813,5.1227,5.47077,438.772,1731.17004,1380.25,1576.05005,0.62183,0.49578,Ho,Yes,Ho
8584,XUMVAD_clean,XUMVAD_clean,6.38143841,2.247995915,4.133442495,1.551326566,2.852460321,0.690093143,2546.94995,1.24179,5.48445,5.10748,5.47384,435.50699,1709.91003,1376.96997,1581.68005,0.62101,0.50009,Dy,Yes,Dy
8585,XUMVEH_clean,XUMVEH_clean,6.503336205,2.168570618,4.334765587,1.616388495,3.23100625,0.745370467,2662.53003,1.14233,5.51001,5.03328,5.49298,469.48199,1763.29004,1543.57996,1690.42004,0.63489,0.55578,Nd,Yes,Nd
8592,XUNSEG_clean,XUNSEG_clean,3.760934821,3.567127262,0.193807559,2.914198777,0.158332942,0.816959576,851.41302,1.00672,5.12519,4.59555,5.12519,67.4905,792.68903,787.401,427.89401,0.50257,0.49922,Li,Yes,Li
8594,XUNSOQ_clean,XUNSOQ_clean,4.399562915,4.232310914,0.167252001,3.031158737,0.119785,0.716194722,1690.34998,1.01415,5.47061,4.41529,5.45212,135.58701,802.12402,790.935,840.15302,0.49703,0.4901,Li,No, 
8598,XUPSAE_clean,XUPSAE_clean,2.201555666,1.750780143,0.450775522,4.87861837,1.256103887,2.786539697,2578.38989,1.067,6.99773,6.86151,6.99773,356.03201,1380.82996,1294.12,1485.64001,0.57619,0.54001,Al,No, 
8600,XUTQEI_clean,XUTQEI_clean,3.661230767,1.742979068,1.918251699,2.955113871,3.252277842,1.695438531,10997.7002,0.47964,15.07113,13.13968,15.07113,2312.73999,2102.92993,4384.41992,8793.79004,0.7996,1.66709,Ni,Yes,Ni
