ID,filename,NAME,(C2H6+C2H2)/C2H4_Select,C2H6/C2H4_Select,C2H2/C2H4_Select,C2H6-uptake_mmol/g,C2H2-uptake_mmol/g,C2H4-uptake_mmol/g,VOL_A3,DEN_g1cm-3,GCD_A,PLD_A,LCD_A,Sa_A2,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,All_Metals,Has_OMS,Open_Metal_Sites
2690,HAZWIP_clean,HAZWIP_clean,3.185582773,1.942469041,1.243113733,4.658441026,2.981242889,2.398206061,3365.32007,0.76282,6.08536,5.42004,6.08536,1040.32996,3091.34009,4052.52002,2467.98999,0.73336,0.96138,"Cu,Ni",Yes,"Cu,Ni"
2702,HEDCAW_clean,HEDCAW_clean,3.067413333,2.372586945,0.694826389,3.981646088,1.166049058,1.678187641,4554.64014,0.938,8.17736,6.62352,8.12898,850.78998,1867.95996,1991.42004,2900.8501,0.6369,0.679,Zn,Yes,Zn
2704,HEDCIE_clean,HEDCIE_clean,2.689233976,2.388348496,0.30088548,3.397416701,0.428008456,1.422496217,4634.12988,1.02856,6.94357,6.25435,6.88861,693.99597,1497.57996,1455.98999,2707.16992,0.58418,0.56796,Cu,Yes,Cu
2709,HEFDON_clean,HEFDON_clean,3.691636144,1.849384924,1.842251221,1.736490681,1.729792449,0.938955789,3711.12012,1.26616,9.34267,6.30544,9.30322,347.93701,937.55402,740.47302,2112.43994,0.56922,0.44957,"Cd,Ba",Yes,"Cd,Ba"
2710,HEFFAB_charged,HEFFAB_charged,3.600134081,1.995799054,1.604335027,1.86260209,1.497263849,0.933261335,7282.00977,1.09841,9.07189,5.62921,9.07189,775.30902,1064.68994,969.30103,4215.12012,0.57884,0.52698,"Cd,Mn",Yes,Cd
2711,HEFFEF_clean,HEFFEF_clean,3.42709771,1.974600042,1.452497668,2.07971528,1.529819472,1.053233686,3687.68994,1.17123,9.54316,8.35297,9.54316,395.91599,1073.60999,916.65601,2078.79004,0.56371,0.4813,"Cd,Na",Yes,"Cd,Na"
2713,HEGCEB_clean,HEGCEB_clean,10.32905008,1.730287547,8.598762534,0.71030122,3.529882375,0.410510508,1140.60999,1.06371,5.1693,4.46656,5.1693,165.509,1451.06006,1364.15002,727.04901,0.63742,0.59924,"Cd,Ni",Yes,Ni
2714,HEGJUZ_clean,HEGJUZ_clean,3.1575308,2.882283776,0.275247023,2.632239819,0.251368786,0.913247974,6536.66016,1.09032,6.22529,4.73915,6.22421,711.146,1087.93994,997.815,3620.97998,0.55395,0.50806,Zn,Yes,Zn
2715,HEGNAJ_clean,HEGNAJ_clean,23.07321012,2.960187754,20.11302236,0.161097042,1.094575302,0.054421224,6584.8501,1.89872,6.01939,4.81592,6.01939,364.84399,554.065,291.81,2654.94995,0.40319,0.21235,"Ga,Cr,Co",No, 
2716,HEGNEN_clean,HEGNEN_clean,12.11014414,3.115236538,8.994907601,0.285554031,0.82450629,0.091663675,6586.22021,1.92239,5.92457,4.79042,5.92427,365.931,555.59998,289.01599,2632.17993,0.39965,0.20789,"Ga,Fe",No, 
2717,HEGNIR_clean,HEGNIR_clean,32.98495626,3.052047909,29.93290835,0.118344794,1.160664568,0.038775536,6579.97021,1.93131,6.01675,4.74609,6.01675,354.655,538.992,279.07999,2604.21997,0.39578,0.20493,"Ga,Mn",No, 
2718,HEGNOX_clean,HEGNOX_clean,21.33857153,3.200977599,18.13759393,0.178291102,1.010244999,0.055698953,6584.79004,1.95362,6.0763,4.7602,6.0763,363.37399,551.83801,282.46899,2688.5,0.40829,0.20899,"Zn,Ga",No, 
2719,HEGNUD_clean,HEGNUD_clean,27.21356207,2.954222681,24.25933939,0.134876407,1.107571398,0.045655464,6549.95996,1.93345,5.94961,4.80382,5.94961,358.11099,546.73798,282.77899,2646.12012,0.40399,0.20895,"Ga,Cr",No, 
2720,HEGPAL_clean,HEGPAL_clean,21.31712183,3.132365929,18.1847559,0.176821923,1.026528694,0.056449957,6581.81982,1.93984,5.89979,4.82106,5.89979,358.207,544.23602,280.55701,2654.84009,0.40336,0.20794,"Ga,Co",No, 
2721,HEHCOO_clean,HEHCOO_clean,3.541212736,1.8663316,1.674881135,1.791121324,1.607386016,0.959701547,9654.33008,0.86834,9.66574,7.84648,9.66574,1754.72998,1817.56006,2093.1499,6407.87012,0.66373,0.76437,"Cd,Co",No, 
2727,HELDOT_clean,HELDOT_clean,2.707445684,2.070013332,0.637432352,4.8491867,1.493240858,2.342587182,7385.00977,0.70668,9.05788,8.40599,9.04804,1460.45996,1977.59998,2798.43994,5173.56982,0.70055,0.99133,Co,Yes,Co
2732,HEWFUL_ion_b,HEWFUL_ion_b,3.154983129,2.993920143,0.161062986,0.612333077,0.032941491,0.204525521,2032.20996,1.66578,5.58263,4.94214,5.58263,78.341,385.496,231.42,647.03699,0.31839,0.19114,"Cu,K",Yes,"Cu,K"
2735,HEXVEM_clean,HEXVEM_clean,2.107318585,1.507528988,0.599789597,0.987347702,0.392828851,0.654944422,30540.6992,0.25173,28.43131,15.91754,28.43131,4165.00977,1363.76001,5417.43994,27586.5,0.90327,3.58819,Cu,Yes,Cu
2753,HIFGEK_clean,HIFGEK_clean,2.896387431,2.138842402,0.75754503,1.952771836,0.691641702,0.913004078,9316.40039,1.31758,6.30554,5.14447,6.28047,1341.04004,1439.43994,1092.48999,5275.77979,0.56629,0.4298,"W,Cu",Yes,Cu
2754,HIFTOG01_clean,HIFTOG01_clean,2.098410889,1.560898528,0.537512361,0.922566369,0.317695749,0.591048266,4376.47021,0.58424,15.08334,7.94198,15.08334,951.65198,2174.46997,3721.87012,3545.6001,0.81015,1.38667,Zn,No, 
2757,HIFTUM_clean,HIFTUM_clean,29.74841869,1.915707019,27.83271167,0.18058146,2.623611886,0.09426361,2828.86011,1.16773,6.30533,4.49793,6.29978,224.87199,794.91998,680.73901,1468.41003,0.51908,0.44452,"Ni,Fe",Yes,Ni
2758,HIFVOI_clean,HIFVOI_clean,2.445114905,2.153480312,0.291634593,3.893973118,0.527340444,1.808223226,6205.3501,0.85431,9.00136,6.57223,9.00136,1195.51001,1926.56995,2255.12012,4329.66016,0.69773,0.81672,Zn,No, 
2760,HIFWAV_clean,HIFWAV_clean,2.459774174,2.200811377,0.258962797,2.363318597,0.278084528,1.073839686,5803.3999,1.14185,6.82644,4.81311,6.7091,668.93201,1152.65002,1009.46002,3441.01001,0.59293,0.51927,Zn,No, 
2762,HIGRIA_clean,HIGRIA_clean,2.237577207,1.860318911,0.377258296,3.183809522,0.645651963,1.711432112,5230.93018,0.6496,11.33189,6.86002,10.9593,1192.38,2279.47998,3509.08008,4060.77002,0.7763,1.19505,"Zn,Co",Yes,"Zn,Co"
2765,HIHGIQ_clean,HIHGIQ_clean,2.567052086,2.274722869,0.292329216,4.725514534,0.607285388,2.077402306,6712.2002,0.90311,7.45404,4.653,7.45404,1165.43005,1736.29004,1922.56995,4101.95996,0.61112,0.67668,Co,No, 
2766,HIHGUC_clean,HIHGUC_clean,3.496724113,2.028333338,1.468390774,4.232379696,3.063987157,2.086629262,6929.10986,0.69686,8.04408,6.54623,7.93266,1451.43994,2094.70996,3005.8999,4963.74023,0.71636,1.02798,Cd,No, 
2771,HIQNAY_clean,HIQNAY_clean,4.433948521,1.793035849,2.640912672,1.207621172,1.778671663,0.673506429,3709.20996,1.31558,6.18436,4.94333,5.98081,287.461,774.99402,589.091,1959.5,0.52828,0.40156,Zn,Yes,Zn
2774,HIQWOV_clean,HIQWOV_clean,3.43269421,2.126893592,1.305800618,2.716656045,1.667883695,1.27728818,16873.1992,1.07696,6.76103,5.10334,6.7525,2703.48999,1602.23999,1487.75,10305.7998,0.61078,0.56713,"Cd,Na",No, 
2777,HISJIE_clean,HISJIE_clean,13.25760863,1.826594016,11.43101461,0.187493737,1.173355234,0.102646639,6416.72998,1.41351,6.27871,5.58535,6.27871,338.37201,527.32703,373.06201,2759.38989,0.43003,0.30423,Co,Yes,Co
2789,HIYBUN_clean,HIYBUN_clean,3.09974409,1.900090708,1.199653383,1.072527969,0.677158096,0.564461457,3861.58008,1.11827,10.15365,9.81645,10.15365,561.46802,1453.97998,1300.20996,2493.27002,0.64566,0.57737,Zn,No, 
2790,HIYGIH_clean,HIYGIH_clean,2.804775731,2.039613542,0.765162188,3.873748828,1.453239091,1.899256279,16275.4003,0.73062,17.06952,6.66429,17.06948,3199.82007,1966.05005,2690.93994,12137.5,0.74576,1.02072,Cu,Yes,Cu
2798,HIZQUD_clean,HIZQUD_clean,6.709332118,2.455138854,4.254193265,1.074213423,1.861365805,0.437536729,1842.31006,1.49546,6.30539,5.26051,6.30539,209.694,1138.20996,761.11298,1022.58002,0.55505,0.37116,Cd,Yes,Cd
2801,HOBGEL_clean,HOBGEL_clean,2.242669606,2.094190085,0.148479522,2.43101926,0.172360943,1.160839829,1530.26001,1.33002,4.92633,4.45881,4.92633,143.77,939.51398,706.39301,723.38397,0.47272,0.35542,Ni,No, 
2809,HOFSOL_clean,HOFSOL_clean,2.234449882,1.972403758,0.262046124,6.092659529,0.809447764,3.088951491,1899.71997,0.78223,6.47441,4.48765,6.47441,443.80899,2336.17993,2986.56006,1331.94995,0.70113,0.89632,Cu,No, 
2811,HOGJIX_clean,HOGJIX_clean,2.705516671,2.04017185,0.665344821,4.533815994,1.47857691,2.222271616,6161.8999,0.78422,10.87652,5.94063,10.87652,1405.94995,2281.67993,2909.5,4524.37988,0.73425,0.93628,Zn,Yes,Zn
2814,HOGLEV01_clean,HOGLEV01_clean,2.252431583,1.952178097,0.300253487,4.855551787,0.746804995,2.487248369,5468.93994,0.85138,9.50106,5.60478,9.50106,1201.29004,2196.56006,2579.98999,3870.63989,0.70775,0.83129,Cu,Yes,Cu
2815,HOGLEV_clean,HOGLEV_clean,2.393557511,2.025998112,0.367559398,3.795461126,0.688577842,1.873378412,24444.0996,0.76193,14.03402,9.0463,14.03402,4753.1499,1944.5,2552.07007,18026,0.73744,0.96786,Cu,Yes,Cu
2821,HOGTOM_clean,HOGTOM_clean,2.157642215,1.829470668,0.328171547,0.627803073,0.112615692,0.343161049,2302.20996,1.77252,7.71846,5.11822,7.71236,181.737,789.40399,445.35599,1072.03003,0.46565,0.2627,"Pr,Cu",No, 
2823,HOHMEX_manual,HOHMEX_manual,2.379618579,1.683289018,0.696329561,1.502830722,0.621679014,0.89279423,17235.8007,0.3159,18.78417,14.89456,18.78417,2688.71997,1559.95996,4938.16992,14933.2998,0.86641,2.74269,Cu,No, 
2826,HOJLID_clean,HOJLID_clean,2.523531929,2.221808391,0.301723539,7.973356355,1.082788824,3.588678659,10971,0.6083,8.3495,5.13588,8.1646,3143.37012,2865.1499,4710.12012,8014.33984,0.7305,1.20089,Zn,No, 
2827,HOJLUP_clean,HOJLUP_clean,2.415625406,2.18263358,0.232991826,4.427435495,0.472619998,2.028483175,7852.95996,0.89722,6.04405,4.68216,6.04405,1168.17004,1487.56006,1657.96997,4721.27979,0.60121,0.67008,Zn,Yes,Zn
2839,HOMXIR_manual,HOMXIR_manual,2.154257372,1.599341363,0.554916009,1.138818032,0.395130378,0.712054386,25808.1992,0.39443,23.70226,22.8547,23.70226,4479.41016,1735.65002,4400.37012,22000.1992,0.85245,2.1612,Zn,No, 
2840,HOMZEP_clean,HOMZEP_clean,2.716907419,1.891863602,0.825043818,2.676436489,1.167196925,1.414709013,5822.02979,1.30479,8.52957,6.78202,8.52717,620.61298,1065.96997,816.97101,3531.06006,0.6065,0.46483,Ga,Yes,Ga
2844,HOQMIL01_clean,HOQMIL01_clean,4.294001899,3.213632721,1.080369178,2.156576826,0.725004795,0.671071343,3234.18994,1.16042,5.56977,4.83187,5.56977,292.59201,904.685,779.62097,1585.79004,0.49032,0.42254,Mg,No, 
2845,HOQMIL02_clean,HOQMIL02_clean,4.187969993,3.100704239,1.087265755,2.140469908,0.750558406,0.690317342,3274.38989,1.14617,5.63983,4.88733,5.63983,313.47299,957.349,835.26001,1624.42004,0.4961,0.43283,Mg,No, 
2846,HOQMIL03_clean,HOQMIL03_clean,4.507769651,3.311342483,1.196427168,2.143729777,0.7745549,0.64738993,3252.25,1.15397,5.60791,4.87769,5.56878,309.43201,951.44,824.492,1600.56006,0.49214,0.42647,Mg,No, 
2847,HOQMIL04_clean,HOQMIL04_clean,4.254441321,3.045413611,1.20902771,2.079239526,0.825457072,0.682744543,1645.05005,1.1407,5.70711,4.91694,5.69105,155.582,945.75702,829.10602,812.60498,0.49397,0.43304,Mg,No, 
2848,HOQMIL_clean,HOQMIL_clean,4.318458842,3.185902348,1.132556494,2.202886248,0.78310408,0.691448139,3308.84009,1.13423,5.74994,5.00317,5.74994,314.28101,949.82001,837.41101,1660.18005,0.50174,0.44236,Mg,No, 
2850,HOQNEI_clean,HOQNEI_clean,4.734823543,2.915743914,1.819079629,1.785930314,1.11420946,0.612512747,3177.57007,1.18109,5.27742,4.83558,5.27742,267.67599,842.39203,713.23102,1530.03003,0.48151,0.40768,Mg,No, 
2860,HOVQAM_clean,HOVQAM_clean,2.367104955,2.194780713,0.172324243,9.507535351,0.746488621,4.331883954,7209.64014,0.62434,8.83543,4.89469,8.82746,2093.08008,2903.16992,4650.02002,5078.8999,0.70446,1.12833,Co,No, 
2862,HOWPEQ_clean,HOWPEQ_clean,4.507720992,1.933962435,2.573758557,1.668648166,2.220672655,0.862813122,2663.91992,1.2167,5.50159,4.45937,5.49668,475.18799,1783.79004,1466.08997,1739.75,0.65308,0.53676,Ag,Yes,Ag
2864,HOWPOZ_clean,HOWPOZ_clean,4.572184842,2.199298676,2.372886166,2.082445554,2.246809994,0.946868007,3607.94995,1.27988,7.21513,5.98736,7.21361,479.63199,1329.37,1038.67004,2090.05005,0.57929,0.45261,Cd,Yes,Cd
2865,HOWPUF_clean,HOWPUF_clean,5.111529234,2.130311289,2.981217945,2.380612196,3.331496122,1.117494992,3630.22998,0.97171,7.93406,5.48339,7.91016,680.48297,1874.48999,1929.06006,2369.52002,0.65272,0.67172,Zn,Yes,Zn
2866,HOWQAM_clean,HOWQAM_clean,3.125897048,2.10717052,1.018726528,3.417651963,1.652288074,1.621915232,4654.29004,1.01498,6.8261,5.31039,6.2759,943.185,2026.48999,1996.56995,3057.08008,0.65683,0.64714,Cd,Yes,Cd
2870,HOWSAP_clean,HOWSAP_clean,3.161821369,2.223535669,0.9382857,2.432584395,1.026499905,1.094016358,4593.1499,1.15559,6.71751,4.61596,6.71751,672.63202,1464.42004,1267.26001,2693.84009,0.58649,0.50753,Cu,Yes,Cu
2873,HOXGEH_clean,HOXGEH_clean,3.59260865,2.044043576,1.548565074,0.41550274,0.3147844,0.203274893,2782.78003,1.76045,7.22422,5.56347,7.22422,133.043,478.09201,271.57401,1181.88,0.42471,0.24125,Sn,Yes,Sn
2874,HOXJIO_charged,HOXJIO_charged,3.001141825,1.899050337,1.102091488,1.924635892,1.116939763,1.013472816,4559.81006,1.16621,6.55469,4.73411,6.53912,571.06201,1252.38,1073.89001,2535.65991,0.55609,0.47684,Ag,Yes,Ag
2877,HOXSUK_clean,HOXSUK_clean,3.455668668,2.684186607,0.771482061,2.379118293,0.683800105,0.886346086,5474.62988,1.07828,6.8634,6.5073,6.8549,424.38901,775.19202,718.91498,3095.18994,0.56537,0.52433,Ni,Yes,Ni
2882,HOZBUV_clean,HOZBUV_clean,3.217081833,2.10034497,1.116736863,1.182401984,0.628673813,0.562956086,1510.59998,1.47122,7.91812,7.59324,7.91812,155.541,1029.66003,699.867,789.95502,0.52294,0.35545,Cd,Yes,Cd
2884,HOZFEJ_clean,HOZFEJ_clean,2.622427335,2.30560238,0.316824955,2.365796363,0.325096527,1.026107703,2964.05005,1.10337,8.96888,8.2985,8.96888,261.15399,881.073,798.52802,1448.92004,0.48883,0.44303,Li,No, 
2885,HOZTOG_clean,HOZTOG_clean,2.565399946,2.112371494,0.453028452,1.767996901,0.379172367,0.836972524,13993.4003,1.38534,8.69843,6.41352,8.68476,2299.84009,1643.52002,1186.37,8937.7002,0.63871,0.46105,"W,Cu",No, 
2899,HUFHEX_clean,HUFHEX_clean,2.365868754,1.811297909,0.554570845,2.397706799,0.734113521,1.323750658,10413.4003,0.80386,11.02675,7.87011,11.02675,2083.93994,2001.21997,2489.51001,7581.97021,0.7281,0.90575,Ag,Yes,Ag
2900,HUFHIB_clean,HUFHIB_clean,2.492778965,1.972936218,0.519842746,3.374569293,0.889154628,1.710429999,9257.76953,0.9042,9.90019,7.46213,9.90004,1668.03003,1801.76001,1992.65002,6438.31982,0.69545,0.76913,Ag,Yes,Ag
2901,HUFHOH_clean,HUFHOH_clean,2.440697883,1.852492169,0.588205714,2.332959989,0.740764478,1.259362943,10578.2998,0.79133,11.37997,7.84586,11.37997,2008.66003,1898.85999,2399.59009,7769.41016,0.73447,0.92815,Ag,Yes,Ag
2902,HUFHUN_clean,HUFHUN_clean,2.363958965,1.781127517,0.582831447,2.188994086,0.716296042,1.228993469,10723.7002,0.78059,11.46361,8.17134,11.46361,2116.51001,1973.67004,2528.41992,7926.75977,0.73918,0.94695,Ag,Yes,Ag
2903,HUFJAV_clean,HUFJAV_clean,2.379120133,1.86022487,0.518895262,2.668788584,0.744437823,1.434659125,9887.83008,0.84658,10.82518,7.21362,10.82516,1802.39001,1822.83997,2153.16992,7072.27002,0.71525,0.84487,Ag,Yes,Ag
2904,HUFJEZ_clean,HUFJEZ_clean,2.477011846,1.951055419,0.525956427,2.852827309,0.769051891,1.462196963,8196.75977,1.02124,8.97021,6.86873,8.96999,1238.39001,1510.81995,1479.40002,5378.87988,0.65622,0.64257,Ag,Yes,Ag
2906,HUFKUQ_clean,HUFKUQ_clean,2.826204577,1.895491433,0.930713144,2.903808545,1.425811129,1.53195551,17749,0.59179,12.94916,9.87431,12.94916,3860.52002,2175.06006,3675.36011,13692.2998,0.77144,1.30356,Cd,Yes,Cd
2913,HUHNIJ_clean,HUHNIJ_clean,2.96075273,1.912231811,1.048520919,1.986471476,1.089228244,1.038823569,10164.0996,1.03071,6.23729,5.3405,6.23046,1000.71997,984.56299,955.23102,5553.02979,0.54634,0.53006,"Cd,Ti",Yes,"Cd,Ti"
2914,HUJGEA_clean,HUJGEA_clean,2.552382847,2.225884148,0.326498699,5.015961045,0.735754714,2.253469054,9017.41016,0.82266,12.53944,4.7914,12.4029,1747.85999,1938.31995,2356.15991,6325.52979,0.70148,0.85269,Cu,Yes,Cu
2917,HULCOI_clean,HULCOI_clean,3.998003944,1.881082785,2.116921159,2.776870001,3.125016565,1.47620829,43096.3007,0.5938,19.48655,7.36184,17.43831,9101.37988,2111.87012,3556.54004,33725.8007,0.78257,1.3179,Cu,Yes,Cu
2918,HULRIR_clean,HULRIR_clean,2.969983712,2.155781126,0.814202586,2.643900264,0.998557046,1.226423328,9277.30957,1.24517,9.43814,4.59805,9.43814,1367.51001,1474.04004,1183.80005,5843.95996,0.62992,0.50589,Cd,Yes,Cd
2920,HULTEP_clean,HULTEP_clean,3.615271456,2.111421499,1.503849957,4.458585923,3.175606695,2.111651286,9609.04004,0.72122,7.49376,5.16023,7.49376,1860.03003,1935.70996,2683.93994,6589.68994,0.68578,0.95086,Co,No, 
2922,HUMWIX_clean,HUMWIX_clean,2.824348163,2.193875207,0.630472956,3.689487756,1.060280112,1.681721797,11712.2002,0.72773,14.98566,9.18322,14.98566,1696.78003,1448.72998,1990.73999,7807.95996,0.66665,0.91606,"Cu,Mn",Yes,"Cu,Mn"
2928,HUPQIU_clean,HUPQIU_clean,2.415643678,2.012878045,0.402765632,2.468528795,0.493938797,1.226367787,29186.3007,1.02735,11.12952,5.24741,11.12952,4318.24023,1479.54004,1440.15002,17151,0.58764,0.57199,Zn,Yes,Zn
2929,HUQGOR_clean,HUQGOR_clean,2.610882542,2.15145506,0.459427482,5.041408523,1.076555893,2.343255324,7482.02002,0.70294,10.27351,7.23414,10.27351,1309.39001,1750.04004,2489.62012,5177.56006,0.692,0.98444,Zn,Yes,Zn
2930,HUQGUX_clean,HUQGUX_clean,2.535039408,2.087937383,0.447102024,4.767041892,1.020794061,2.283134509,7568.1499,0.69251,10.2361,7.27261,10.14502,1318.56995,1742.27002,2515.87012,5233.6001,0.69153,0.99858,Cu,Yes,Cu
2931,HUQHAE_clean,HUQHAE_clean,2.508439823,2.069792336,0.438647487,4.821252333,1.021759614,2.329341088,7493.93018,0.70182,10.11008,7.63969,10.06429,1333.32996,1779.21997,2535.1499,5140.54004,0.68596,0.9774,Zn,Yes,Zn
2932,HUQHEI_clean,HUQHEI_clean,2.609666552,2.140122956,0.469543596,4.742006752,1.040397655,2.215763697,7445.89014,0.70723,10.39855,7.33583,10.39855,1317.62,1769.59998,2502.15991,5138.18018,0.69007,0.97574,Zn,Yes,Zn
2933,HUQHIM_clean,HUQHIM_clean,2.661909449,2.204689138,0.45722031,5.44242193,1.128678779,2.468566582,14951.7002,0.71106,10.2269,8.71112,10.19864,2536.12012,1696.20996,2385.45996,10295.7998,0.6886,0.96841,Zn,Yes,Zn
2934,HUQHOS_clean,HUQHOS_clean,2.603761606,2.1564432,0.447318407,4.895688807,1.015529515,2.270260959,6878.5,0.75204,9.73841,7.14116,9.73841,1192.43005,1733.56006,2305.13989,4618.97998,0.67151,0.89292,Zn,Yes,Zn
2935,HUQHUY_clean,HUQHUY_clean,2.482987848,2.027665734,0.455322114,4.511900418,1.013168987,2.225169733,35006.8984,0.61995,12.11698,9.08074,12.11414,6192.31006,1768.88,2853.26001,25439.1992,0.72669,1.17217,Zn,Yes,Zn
2936,HURFEH_clean,HURFEH_clean,3.237993645,2.508455745,0.7295379,3.440587486,1.000631155,1.371595849,7563.7002,1.02718,7.40163,5.27423,7.39913,1231.67004,1628.39001,1585.31006,4782.6001,0.63231,0.61558,Zn,Yes,Zn
2937,HURGEH_clean,HURGEH_clean,5.377406259,2.271535675,3.105870584,2.226154596,3.043821037,0.980021851,5200.04004,1.0195,7.76009,5.17265,7.74555,969.14899,1863.73999,1828.08997,3263.48999,0.62759,0.61559,Co,Yes,Co
2952,HUWPIA_clean,HUWPIA_clean,3.186039413,2.712401749,0.473637663,2.666644895,0.465647634,0.983130503,10768.2998,1.01225,6.29862,4.63989,6.29862,1068.81006,992.54901,980.54199,5686.52002,0.52808,0.52169,Al,No, 
2957,HUYJUG_clean,HUYJUG_clean,3.702164362,1.564398377,2.137765985,1.621099628,2.215248811,1.036244765,8150.56006,0.93643,9.25957,5.86045,9.25957,770.36298,945.16498,1009.33002,4802.31006,0.5892,0.6292,Ni,Yes,Ni
2958,HUYKAN_clean,HUYKAN_clean,3.475303086,1.762855683,1.712447403,2.033559573,1.975410605,1.15355987,8366.99023,0.9122,9.77773,6.64666,9.77773,864.66101,1033.42004,1132.88,4985.64014,0.59587,0.65322,Ni,Yes,Ni
2959,HUYKER_clean,HUYKER_clean,2.859451147,2.06202084,0.797430308,2.366409502,0.915144319,1.147616676,22906.3007,0.8232,10.78123,7.93542,10.78123,3074.57007,1342.23999,1630.51001,14489.7998,0.63257,0.76843,Ni,No, 
2960,HUYKIV_clean,HUYKIV_clean,1.936185943,0.797766244,1.138419699,0.255512716,0.364618973,0.320285193,23684.4003,0.58034,13.89985,13.68041,13.89985,2875.72998,1214.18994,2092.18994,17691.5,0.74697,1.28712,Ni,Yes,Ni
2961,HUYKOB_clean,HUYKOB_clean,3.139903903,1.813876672,1.32602723,1.502253802,1.098216587,0.82820063,23897.0996,0.81232,12.11737,9.13356,12.10852,2917.26001,1220.76001,1502.81006,15088.4003,0.63139,0.77727,Ni,No, 
2962,HUYKUH_clean,HUYKUH_clean,8.137636819,1.633628784,6.504008035,0.545437751,2.171565262,0.333881085,11699.4003,0.79885,11.74767,8.70516,11.74078,1563.15002,1336.08997,1672.51001,7638.08984,0.65286,0.81725,Ni,No, 
2967,HUZFOY_charged,HUZFOY_charged,8.924595641,2.441062078,6.483533563,1.575377983,4.184250831,0.645365801,2564.36011,0.95233,6.25647,5.45731,5.91782,390.96201,1524.59998,1600.91003,1483.06995,0.57834,0.60729,Cd,No, 
2969,HUZSOL_clean,HUZSOL_clean,3.294438168,2.067154527,1.227283642,2.772220898,1.645886321,1.341080632,9352.66992,0.90561,9.96894,8.00393,9.95285,1053.78003,1126.70996,1244.15002,5637.31982,0.60275,0.66558,"Na,Zn",Yes,"Na,Zn"
2971,HUZXAD_clean,HUZXAD_clean,2.495372294,1.996735044,0.49863725,4.315581205,1.077714117,2.161318908,21117.8007,0.64457,11.46912,7.77199,11.46912,4152.62012,1966.41003,3050.71997,15224.5,0.72093,1.11847,Zn,Yes,Zn
2972,HUZXEH_clean,HUZXEH_clean,2.640881926,2.022754526,0.6181274,4.549034411,1.390125583,2.248930531,21116,0.65282,10.51647,6.32242,10.51647,4268.06006,2021.25,3096.19995,15186.4003,0.71919,1.10167,Zn,No, 
2973,HUZXIL_clean,HUZXIL_clean,2.573885824,1.96980277,0.604083053,4.417668986,1.354774706,2.242696098,21111,0.66935,10.514,7.06946,10.514,4072.51001,1929.08997,2882.01001,14892.5996,0.70544,1.05391,Zn,Yes,Zn
2974,HUZXOR_clean,HUZXOR_clean,2.604192645,2.02820502,0.575987625,3.93413547,1.117250635,1.939712914,21126.5,0.6695,11.426,7.94889,11.40433,3761.8999,1780.65002,2659.68994,14969.4003,0.70856,1.05835,Zn,Yes,Zn
2975,HUZXUX_clean,HUZXUX_clean,2.329607076,2.041798269,0.287808806,4.240456605,0.597728372,2.076824468,21122.1992,0.72257,9.29118,6.23555,9.28559,3797.37012,1797.81006,2488.09009,14251.7998,0.67473,0.9338,Zn,Yes,Zn
2976,HUZYAE_clean,HUZYAE_clean,2.785197143,2.25386512,0.531332023,4.639246258,1.093667974,2.058351326,21126,0.70416,9.33073,8.38879,9.32654,3939.45996,1864.73999,2648.17993,14518.2002,0.68722,0.97594,Zn,No, 
2977,IBABOF01_clean,IBABOF01_clean,3.140596898,2.318945877,0.821651021,2.706665231,0.959028096,1.167196379,4967.85986,1.10239,5.88201,4.55805,5.8327,645.927,1300.20996,1179.44995,2813.6001,0.56636,0.51376,Co,No, 
2978,IBABOF_clean,IBABOF_clean,3.099645294,2.220613969,0.879031326,2.693100093,1.066065231,1.212772742,4971.22998,1.10165,5.93645,4.5492,5.93645,650.84698,1309.22998,1188.43005,2818.78003,0.56702,0.5147,Co,No, 
2979,IBABUL_clean,IBABUL_clean,2.869735385,2.234403304,0.635332081,3.070240652,0.872994762,1.374076312,4989.41992,1.09763,6.15206,4.47904,5.79334,677.73999,1358.34998,1237.54004,2839.53003,0.56911,0.51849,Co,No, 
2980,IBACAS_clean,IBACAS_clean,2.906558169,2.243411351,0.663146817,2.98308134,0.881791427,1.329707696,4981.3501,1.09941,6.00206,4.65234,5.82846,654.50098,1313.90002,1195.09998,2834.62988,0.56905,0.5176,Co,No, 
2982,IBARUA_clean,IBARUA_clean,5.120104281,1.150536533,3.969567747,0.36636243,1.264019391,0.318427464,2200.06006,1.98004,7.1268,5.0269,7.1268,153.269,696.65802,351.841,936.96002,0.42588,0.21509,"Cu,Er",No, 
